season,label,seed,school_ncaa,opp_seed,opp_ncaa
2016,loss,10,Syracuse,01,North Carolina
2016,loss,09,Providence,01,North Carolina
2016,loss,16,FGCU,01,North Carolina
1993,loss,02,Kansas,01,North Carolina
2011,loss,15,LIU Brooklyn,02,North Carolina
1991,loss,09,Villanova,01,North Carolina
2014,loss,11,Providence,06,North Carolina
2011,loss,07,Washington,02,North Carolina
1997,loss,16,Fairfield,01,North Carolina
2007,loss,05,Southern California,01,North Carolina
1998,loss,02,UConn,01,North Carolina
2008,loss,16,Mt. St. Mary's,01,North Carolina
1996,loss,11,New Orleans,06,North Carolina
1993,loss,16,East Carolina,01,North Carolina
2008,loss,09,Arkansas,01,North Carolina
2016,loss,06,Notre Dame,01,North Carolina
2008,loss,03,Louisville,01,North Carolina
1993,loss,01,Michigan,01,North Carolina
1991,loss,10,Temple,01,North Carolina
2016,loss,05,Indiana,01,North Carolina
1993,loss,02,Cincinnati,01,North Carolina
2008,loss,04,Washington St.,01,North Carolina
1998,loss,04,Michigan St.,01,North Carolina
2004,loss,11,Air Force,06,North Carolina
2015,loss,12,Wyoming,05,UNI
2010,loss,14,Montana,03,New Mexico
1997,loss,14,Old Dominion,03,New Mexico
1996,loss,10,Kansas St.,07,New Mexico
1993,loss,09,Purdue,08,Rhode Island
1988,loss,03,Syracuse,11,Rhode Island
1988,loss,06,Missouri,11,Rhode Island
2007,loss,12,Arkansas,05,Southern California
2001,loss,11,Oklahoma St.,06,Southern California
2001,loss,03,Boston College,06,Southern California
2017,loss,06,SMU,11,Southern California
2001,loss,02,Kentucky,06,Southern California
2017,loss,11,Providence,11,Southern California
2007,loss,04,Texas,05,Southern California
2001,loss,05,Ohio St.,12,Utah St.
2015,loss,15,Belmont,02,Virginia
2014,loss,16,Coastal Caro.,01,Virginia
1993,loss,03,Massachusetts,06,Virginia
1993,loss,11,Manhattan,06,Virginia
2014,loss,08,Memphis,01,Virginia
2017,loss,12,UNCW,05,Virginia
2012,loss,12,Harvard,05,Vanderbilt
2007,loss,03,Washington St.,06,Vanderbilt
2007,loss,11,George Washington,06,Vanderbilt
2016,loss,10,Pittsburgh,07,Wisconsin
2010,loss,13,Wofford,04,Wisconsin
2012,loss,13,Montana,04,Wisconsin
2017,loss,09,Virginia Tech,08,Wisconsin
2012,loss,05,Vanderbilt,04,Wisconsin
2017,loss,01,Villanova,08,Wisconsin
2009,loss,05,Florida St.,12,Wisconsin
2016,loss,02,Xavier,07,Wisconsin
2002,loss,09,St. John's (NY),08,Wisconsin
1987,loss,07,West Virginia,10,Western Ky.
2008,loss,13,Winthrop,04,Washington St.
2007,loss,14,Oral Roberts,03,Washington St.
2008,loss,05,Notre Dame,04,Washington St.
2011,loss,12,Clemson,05,West Virginia
2005,loss,10,Creighton,07,West Virginia
2010,loss,15,Morgan St.,02,West Virginia
2010,loss,10,Missouri,02,West Virginia
2010,loss,11,Washington,02,West Virginia
2006,loss,14,Northwestern St.,06,West Virginia
2005,loss,02,Wake Forest,07,West Virginia
2005,loss,06,Texas Tech,07,West Virginia
2006,loss,11,Southern Ill.,06,West Virginia
2010,loss,01,Kentucky,02,West Virginia
1989,loss,10,Tennessee,07,West Virginia
2009,loss,12,Wisconsin,04,Xavier
2016,loss,15,Weber St.,02,Xavier
2009,loss,13,Portland St.,04,Xavier
2004,loss,10,Louisville,07,Xavier
2004,loss,02,Mississippi St.,07,Xavier
2004,loss,03,Texas,07,Xavier
1998,loss,09,Ill.-Chicago,08,Charlotte
2011,loss,12,UAB,12,Clemson
1990,loss,04,La Salle,05,Clemson
1990,loss,12,BYU,05,Clemson
1986,loss,03,Indiana,14,Cleveland St.
1986,loss,06,Saint Joseph's,14,Cleveland St.
1997,loss,08,Indiana,09,Colorado
2014,loss,08,Kentucky,07,UConn
2014,loss,01,Florida,07,UConn
2014,loss,02,Villanova,07,UConn
1994,loss,10,George Washington,02,UConn
2014,loss,04,Michigan St.,07,UConn
2002,loss,15,Hampton,02,UConn
1990,loss,09,California,01,UConn
1998,loss,15,Fairleigh Dickinson,02,UConn
1990,loss,05,Clemson,01,UConn
1998,loss,11,Washington,02,UConn
2014,loss,03,Iowa St.,07,UConn
2002,loss,11,Southern Ill.,02,UConn
1998,loss,07,Indiana,02,UConn
2014,loss,10,Saint Joseph's,07,UConn
1994,loss,15,Rider,02,UConn
2002,loss,07,NC State,02,UConn
1990,loss,16,Boston U.,01,UConn
1997,loss,02,South Carolina,15,Coppin St.
1989,loss,15,South Carolina St.,02,Duke
1999,loss,09,Tulsa,01,Duke
1999,loss,16,Florida A&M,01,Duke
1989,loss,01,Georgetown,02,Duke
1988,loss,15,Boston U.,02,Duke
2001,loss,09,Missouri,01,Duke
1999,loss,01,Michigan St.,01,Duke
1990,loss,06,St. John's (NY),03,Duke
2001,loss,03,Maryland,01,Duke
1999,loss,12,Missouri St.,01,Duke
1988,loss,11,Rhode Island,02,Duke
1992,loss,16,Campbell,01,Duke
1990,loss,07,UCLA,03,Duke
2006,loss,16,Southern U.,01,Duke
1989,loss,11,Minnesota,02,Duke
1990,loss,04,Arkansas,03,Duke
1986,loss,07,Navy,01,Duke
2001,loss,06,Southern California,01,Duke
2017,loss,15,Troy,02,Duke
2001,loss,04,UCLA,01,Duke
2000,loss,16,Lamar University,01,Duke
2006,loss,08,George Washington,01,Duke
2001,loss,16,Monmouth,01,Duke
2004,loss,05,Illinois,01,Duke
1986,loss,16,Mississippi Val.,01,Duke
1989,loss,07,West Virginia,02,Duke
2004,loss,07,Xavier,01,Duke
1990,loss,14,Richmond,03,Duke
1986,loss,08,Old Dominion,01,Duke
1992,loss,04,Seton Hall,01,Duke
1992,loss,06,Michigan,01,Duke
1986,loss,01,Kansas,01,Duke
2001,loss,02,Arizona,01,Duke
1988,loss,01,Temple,02,Duke
1988,loss,07,SMU,02,Duke
2000,loss,08,Kansas,01,Duke
1990,loss,01,UConn,03,Duke
2009,loss,15,Binghamton,02,Duke
1992,loss,02,Kentucky,01,Duke
1986,loss,12,DePaul,01,Duke
1992,loss,02,Indiana,01,Duke
1992,loss,09,Iowa,01,Duke
2004,loss,08,Seton Hall,01,Duke
2009,loss,07,Texas,02,Duke
1999,loss,06,Temple,01,Duke
2004,loss,16,Alabama St.,01,Duke
2016,loss,16,Fairleigh Dickinson,16,FGCU
2012,loss,10,West Virginia,07,Gonzaga
2005,loss,14,Winthrop,03,Gonzaga
1996,loss,03,Texas Tech,02,Georgetown
1989,loss,16,Princeton,01,Georgetown
1985,loss,16,Lehigh,01,Georgetown
1989,loss,05,NC State,01,Georgetown
1985,loss,02,Georgia Tech,01,Georgetown
1988,loss,09,LSU,08,Georgetown
2007,loss,01,North Carolina,02,Georgetown
1985,loss,08,Temple,01,Georgetown
2007,loss,07,Boston College,02,Georgetown
1996,loss,15,Mississippi Val.,02,Georgetown
1985,loss,01,St. John's (NY),01,Georgetown
1989,loss,09,Notre Dame,01,Georgetown
1985,loss,04,Loyola Chicago,01,Georgetown
2007,loss,15,Belmont,02,Georgetown
1996,loss,07,New Mexico,02,Georgetown
2007,loss,06,Vanderbilt,02,Georgetown
2004,loss,09,Arizona,08,Seton Hall
1992,loss,05,Missouri,04,Seton Hall
2000,loss,02,Temple,10,Seton Hall
2000,loss,07,Oregon,10,Seton Hall
1992,loss,13,La Salle,04,Seton Hall
2014,loss,05,Cincinnati,12,Harvard
2001,loss,10,Creighton,07,Iowa
1992,loss,08,Texas,09,Iowa
1989,loss,13,Rutgers,04,Iowa
1986,loss,11,Richmond,06,Saint Joseph's
1985,loss,05,SMU,04,Loyola Chicago
1985,loss,13,Iona,04,Loyola Chicago
2011,loss,06,Xavier,11,Marquette
2013,loss,02,Miami (FL),03,Marquette
2013,loss,14,Davidson,03,Marquette
2013,loss,06,Butler,03,Marquette
2011,loss,03,Syracuse,11,Marquette
1996,loss,13,Monmouth,04,Marquette
1996,loss,02,Georgetown,01,Massachusetts
1993,loss,14,Penn,03,Massachusetts
1995,loss,15,Saint Peter's,02,Massachusetts
1995,loss,06,Tulsa,02,Massachusetts
1996,loss,16,UCF,01,Massachusetts
1996,loss,09,Stanford,01,Massachusetts
1992,loss,14,Fordham,03,Massachusetts
1995,loss,10,Stanford,02,Massachusetts
1992,loss,06,Syracuse,03,Massachusetts
1996,loss,12,Arkansas,01,Massachusetts
1987,loss,08,Navy,09,Michigan
2016,loss,11,Tulsa,11,Michigan
1989,loss,14,Siena,11,Minnesota
1989,loss,06,Kansas St.,11,Minnesota
2010,loss,07,Clemson,10,Missouri
1992,loss,12,West Virginia,05,Missouri
2001,loss,08,Georgia,09,Missouri
1999,loss,04,Tennessee,12,Missouri St.
1999,loss,05,Wisconsin,12,Missouri St.
2004,loss,15,Monmouth,02,Mississippi St.
1986,loss,02,Syracuse,07,Navy
1986,loss,14,Cleveland St.,07,Navy
1986,loss,10,Tulsa,07,Navy
2015,loss,01,Villanova,08,NC State
2006,loss,07,California,10,NC State
1991,loss,11,Southern Miss.,06,NC State
1989,loss,12,South Carolina,05,NC State
2002,loss,10,Michigan St.,07,NC State
2015,loss,09,LSU,08,NC State
1989,loss,04,Iowa,05,NC State
1993,loss,10,Nebraska,07,New Mexico St.
2006,loss,03,Iowa,14,Northwestern St.
2015,loss,14,Albany (NY),03,Oklahoma
2008,loss,11,Saint Joseph's,06,Oklahoma
2003,loss,12,Butler,01,Oklahoma
2015,loss,11,Dayton,03,Oklahoma
2003,loss,08,California,01,Oklahoma
1986,loss,13,Northeastern,04,Oklahoma
2003,loss,16,South Carolina St.,01,Oklahoma
1995,loss,13,Drexel,04,Oklahoma St.
2000,loss,11,Pepperdine,03,Oklahoma St.
1995,loss,01,Wake Forest,04,Oklahoma St.
1991,loss,14,New Mexico,03,Oklahoma St.
1995,loss,02,Massachusetts,04,Oklahoma St.
1995,loss,05,Alabama,04,Oklahoma St.
2009,loss,09,Tennessee,08,Oklahoma St.
2000,loss,10,Seton Hall,03,Oklahoma St.
2000,loss,14,Hofstra,03,Oklahoma St.
2003,loss,11,Penn,06,Oklahoma St.
1991,loss,06,NC State,03,Oklahoma St.
1994,loss,06,Nebraska,11,Penn
2000,loss,06,Indiana,11,Pepperdine
2009,loss,04,Xavier,01,Pittsburgh
2009,loss,16,ETSU,01,Pittsburgh
2009,loss,08,Oklahoma St.,01,Pittsburgh
1998,loss,12,UNLV,05,Princeton
2016,loss,08,Southern California,09,Providence
1998,loss,03,South Carolina,14,Richmond
1988,loss,05,Georgia Tech,13,Richmond
1988,loss,04,Indiana,13,Richmond
1991,loss,02,Syracuse,15,Richmond
2017,loss,10,Marquette,07,South Carolina
2017,loss,03,Baylor,07,South Carolina
2017,loss,02,Duke,07,South Carolina
2017,loss,04,Florida,07,South Carolina
1995,loss,07,Charlotte,10,Stanford
1996,loss,08,Bradley,09,Stanford
2008,loss,15,American,02,Tennessee
2008,loss,07,Butler,02,Tennessee
1999,loss,13,Delaware,04,Tennessee
1995,loss,14,Old Dominion,06,Tulsa
1995,loss,11,Illinois,06,Tulsa
1999,loss,08,Col. of Charleston,09,Tulsa
2002,loss,05,Marquette,12,Tulsa
2006,loss,05,Syracuse,12,Texas A&M
1990,loss,10,UAB,07,UCLA
1990,loss,02,Kansas,07,UCLA
2001,loss,13,Hofstra,04,UCLA
2009,loss,11,VCU,06,UCLA
2001,loss,12,Utah St.,04,UCLA
2011,loss,16,Alabama St.,16,UTSA
1997,loss,13,LIU Brooklyn,04,Villanova
2014,loss,15,Milwaukee,02,Villanova
2009,loss,06,UCLA,03,Villanova
1991,loss,08,Princeton,09,Villanova
2015,loss,16,Lafayette,01,Villanova
2017,loss,16,Mt. St. Mary's,01,Villanova
2009,loss,14,American,03,Villanova
2009,loss,02,Duke,03,Villanova
2009,loss,01,Pittsburgh,03,Villanova
1995,loss,16,N.C. A&T,01,Wake Forest
2003,loss,15,ETSU,02,Wake Forest
2005,loss,15,Chattanooga,02,Wake Forest
1995,loss,09,Saint Louis,01,Wake Forest
2010,loss,08,Texas,09,Wake Forest
2011,loss,10,Georgia,07,Washington
2010,loss,06,Marquette,11,Washington
2005,loss,08,Pacific,01,Washington
1998,loss,06,Xavier,11,Washington
2005,loss,16,Montana,01,Washington
2010,loss,03,New Mexico,11,Washington
1998,loss,14,Richmond,11,Washington
2005,loss,13,Penn,04,Boston College
1991,loss,01,North Carolina,03,Kansas
1997,loss,08,Purdue,01,Kansas
1991,loss,14,New Orleans,03,Kansas
1991,loss,02,Indiana,03,Kansas
1993,loss,07,BYU,02,Kansas
2002,loss,02,Oregon,01,Kansas
2008,loss,12,Villanova,01,Kansas
2002,loss,08,Stanford,01,Kansas
2008,loss,10,Davidson,01,Kansas
2012,loss,15,Detroit Mercy,02,Kansas
1986,loss,06,NC State,01,Kansas
1997,loss,16,Jackson St.,01,Kansas
2008,loss,01,Memphis,01,Kansas
1987,loss,12,Houston,05,Kansas
1991,loss,06,Pittsburgh,03,Kansas
2008,loss,08,UNLV,01,Kansas
1994,loss,05,Wake Forest,04,Kansas
1988,loss,11,Xavier,06,Kansas
1988,loss,01,Oklahoma,06,Kansas
2012,loss,10,Purdue,02,Kansas
1991,loss,01,Arkansas,03,Kansas
1988,loss,04,Kansas St.,06,Kansas
1986,loss,16,N.C. A&T,01,Kansas
2012,loss,02,Ohio St.,02,Kansas
1988,loss,02,Duke,06,Kansas
1994,loss,13,Chattanooga,04,Kansas
1993,loss,01,Indiana,02,Kansas
2014,loss,15,Eastern Ky.,02,Kansas
2002,loss,04,Illinois,01,Kansas
2008,loss,01,North Carolina,01,Kansas
1987,loss,13,Missouri St.,05,Kansas
2002,loss,16,Holy Cross,01,Kansas
1988,loss,14,Murray St.,06,Kansas
1993,loss,06,California,02,Kansas
2013,loss,08,North Carolina,01,Kansas
2012,loss,01,North Carolina,02,Kansas
2012,loss,11,NC State,02,Kansas
2013,loss,16,Western Ky.,01,Kansas
1999,loss,11,Evansville,06,Kansas
1986,loss,09,Temple,01,Kansas
1986,loss,05,Michigan St.,01,Kansas
1993,loss,15,Ball St.,02,Kansas
2008,loss,16,Portland St.,01,Kansas
1988,loss,07,Vanderbilt,06,Kansas
2001,loss,14,George Mason,03,Maryland
1995,loss,14,Gonzaga,03,Maryland
2001,loss,11,Georgia St.,03,Maryland
1998,loss,05,Illinois,04,Maryland
2004,loss,13,UTEP,04,Maryland
2003,loss,03,Xavier,06,Maryland
2001,loss,01,Stanford,03,Maryland
1995,loss,11,Texas,03,Maryland
1998,loss,13,Utah St.,04,Maryland
2003,loss,11,UNCW,06,Maryland
2001,loss,10,Georgetown,03,Maryland
2017,loss,12,Princeton,05,Notre Dame
2017,loss,09,Vanderbilt,08,Northwestern
1996,loss,04,Syracuse,01,Kentucky
1985,loss,05,Washington,12,Kentucky
1985,loss,04,UNLV,12,Kentucky
1996,loss,01,Massachusetts,01,Kentucky
1996,loss,04,Utah,01,Kentucky
1996,loss,02,Wake Forest,01,Kentucky
1994,loss,14,Tennessee St.,03,Kentucky
1999,loss,10,Miami (OH),03,Kentucky
1996,loss,16,San Jose St.,01,Kentucky
1999,loss,06,Kansas,03,Kentucky
1996,loss,09,Virginia Tech,01,Kentucky
1999,loss,14,New Mexico St.,03,Kentucky
1996,loss,08,Green Bay,09,Virginia Tech
1985,loss,10,Arizona,07,Alabama
1991,loss,05,Wake Forest,04,Alabama
2004,loss,05,Syracuse,08,Alabama
2004,loss,09,Southern Ill.,08,Alabama
1991,loss,13,Murray St.,04,Alabama
1987,loss,15,N.C. A&T,02,Alabama
1987,loss,07,New Orleans,02,Alabama
2004,loss,01,Stanford,08,Alabama
1994,loss,08,Providence,09,Alabama
1985,loss,02,VCU,07,Alabama
2006,loss,07,Marquette,10,Alabama
1985,loss,08,Iowa,09,Arkansas
1991,loss,04,Alabama,01,Arkansas
1991,loss,08,Arizona St.,01,Arkansas
1991,loss,16,Georgia St.,01,Arkansas
1990,loss,08,North Carolina,04,Arkansas
1990,loss,13,Princeton,04,Arkansas
1998,loss,11,Nebraska,06,Arkansas
1990,loss,12,Dayton,04,Arkansas
1990,loss,10,Texas,04,Arkansas
2009,loss,11,Temple,06,Arizona St.
1991,loss,09,Rutgers,08,Arizona St.
2010,loss,11,Old Dominion,03,Baylor
2010,loss,14,Sam Houston St.,03,Baylor
2010,loss,10,Saint Mary's (CA),03,Baylor
2016,loss,08,Texas Tech,09,Butler
1993,loss,10,SMU,07,BYU
1993,loss,03,Duke,06,California
1993,loss,11,LSU,06,California
2010,loss,09,Louisville,08,California
2000,loss,15,UNCW,02,Cincinnati
2001,loss,12,BYU,05,Cincinnati
1995,loss,10,Temple,07,Cincinnati
1998,loss,15,Northern Ariz.,02,Cincinnati
2011,loss,11,Missouri,06,Cincinnati
2001,loss,13,Kent St.,05,Cincinnati
2008,loss,02,Georgetown,10,Davidson
2008,loss,03,Wisconsin,10,Davidson
2008,loss,07,Gonzaga,10,Davidson
2014,loss,10,Stanford,11,Dayton
1990,loss,05,Illinois,12,Dayton
2014,loss,06,Ohio St.,11,Dayton
2014,loss,03,Syracuse,11,Dayton
1989,loss,05,Memphis,12,DePaul
1988,loss,12,Wichita St.,05,DePaul
2004,loss,10,Dayton,07,DePaul
2014,loss,11,Dayton,01,Florida
2013,loss,11,Minnesota,03,Florida
2014,loss,16,Albany (NY),01,Florida
2013,loss,15,FGCU,03,Florida
2014,loss,09,Pittsburgh,01,Florida
2013,loss,14,Northwestern St.,03,Florida
2014,loss,04,UCLA,01,Florida
2003,loss,15,Sam Houston St.,02,Florida
1992,loss,14,Montana,03,Florida St.
1992,loss,06,Georgetown,03,Florida St.
2017,loss,14,FGCU,03,Florida St.
1991,loss,10,Southern California,07,Florida St.
2002,loss,13,San Diego St.,04,Illinois
2005,loss,12,Milwaukee,01,Illinois
2005,loss,16,Fairleigh Dickinson,01,Illinois
2002,loss,12,Creighton,04,Illinois
2005,loss,09,Nevada,01,Illinois
2005,loss,04,Louisville,01,Illinois
2005,loss,03,Arizona,01,Illinois
1998,loss,12,South Ala.,05,Illinois
1997,loss,11,Southern California,06,Illinois
1992,loss,07,LSU,02,Indiana
2006,loss,11,San Diego St.,06,Indiana
1989,loss,15,George Mason,02,Indiana
1991,loss,15,Coastal Caro.,02,Indiana
1992,loss,01,UCLA,02,Indiana
1989,loss,07,UTEP,02,Indiana
1993,loss,09,Xavier,01,Indiana
1992,loss,15,Eastern Ill.,02,Indiana
1993,loss,04,Louisville,01,Indiana
1993,loss,16,Wright St.,01,Indiana
1992,loss,03,Florida St.,02,Indiana
1991,loss,07,Florida St.,02,Indiana
2016,loss,13,Iona,04,Iowa St.
1986,loss,10,Miami (OH),07,Iowa St.
2016,loss,12,Little Rock,04,Iowa St.
1986,loss,02,Michigan,07,Iowa St.
1996,loss,12,California,05,Iowa St.
1988,loss,13,La Salle,04,Kansas St.
1988,loss,01,Purdue,04,Kansas St.
1988,loss,05,DePaul,04,Kansas St.
2008,loss,06,Southern California,11,Kansas St.
1993,loss,13,Delaware,04,Louisville
1993,loss,05,Oklahoma St.,04,Louisville
1992,loss,09,Wake Forest,08,Louisville
1996,loss,03,Villanova,06,Louisville
2007,loss,11,Stanford,06,Louisville
1996,loss,11,Tulsa,06,Louisville
2009,loss,09,Butler,08,LSU
1992,loss,10,BYU,07,LSU
2006,loss,16,Oral Roberts,01,Memphis
2006,loss,09,Bucknell,01,Memphis
2007,loss,07,Nevada,02,Memphis
1988,loss,08,Baylor,09,Memphis
2006,loss,13,Bradley,01,Memphis
2007,loss,03,Texas A&M,02,Memphis
2007,loss,15,North Texas,02,Memphis
2000,loss,03,Ohio St.,06,Miami (FL)
2000,loss,11,Arkansas,06,Miami (FL)
1986,loss,04,Georgetown,05,Michigan St.
2003,loss,10,Colorado,07,Michigan St.
1994,loss,10,Seton Hall,07,Michigan St.
2003,loss,06,Maryland,07,Michigan St.
1999,loss,13,Oklahoma,01,Michigan St.
1999,loss,16,Mt. St. Mary's,01,Michigan St.
1999,loss,03,Kentucky,01,Michigan St.
1986,loss,12,Washington,05,Michigan St.
1999,loss,09,Ole Miss,01,Michigan St.
2003,loss,02,Florida,07,Michigan St.
2016,loss,02,Michigan St.,15,Middle Tenn.
2007,loss,10,Creighton,07,Nevada
2005,loss,08,Texas,09,Nevada
2010,loss,06,Notre Dame,11,Old Dominion
2002,loss,07,Wake Forest,02,Oregon
2002,loss,15,Montana,02,Oregon
2002,loss,06,Texas,02,Oregon
2007,loss,02,Memphis,01,Ohio St.
2007,loss,09,Xavier,01,Ohio St.
1987,loss,08,Kentucky,09,Ohio St.
2000,loss,14,Appalachian St.,03,Ohio St.
2007,loss,05,Tennessee,01,Ohio St.
2007,loss,02,Georgetown,01,Ohio St.
2007,loss,16,Central Conn. St.,01,Ohio St.
1994,loss,09,Alabama,01,Purdue
2010,loss,13,Siena,04,Purdue
1994,loss,04,Kansas,01,Purdue
1997,loss,09,Rhode Island,08,Purdue
1990,loss,15,La.-Monroe,02,Purdue
2003,loss,08,LSU,09,Purdue
1988,loss,09,Memphis,01,Purdue
1988,loss,16,Fairleigh Dickinson,01,Purdue
1994,loss,16,UCF,01,Purdue
2012,loss,07,Saint Mary's (CA),10,Purdue
2010,loss,05,Texas A&M,04,Purdue
2015,loss,16,North Florida,16,Robert Morris
2014,loss,05,VCU,12,SFA
2008,loss,04,Vanderbilt,13,Siena
2005,loss,10,Saint Mary's (CA),07,Southern Ill.
1985,loss,09,Arkansas,01,St. John's (NY)
1985,loss,03,NC State,01,St. John's (NY)
1985,loss,16,Southern U.,01,St. John's (NY)
1985,loss,12,Kentucky,01,St. John's (NY)
2010,loss,02,Villanova,10,Saint Mary's (CA)
2010,loss,07,Richmond,10,Saint Mary's (CA)
2017,loss,10,VCU,07,Saint Mary's (CA)
2016,loss,15,Middle Tenn.,10,Syracuse
2016,loss,11,Gonzaga,10,Syracuse
2016,loss,07,Dayton,10,Syracuse
2014,loss,14,Western Mich.,03,Syracuse
2009,loss,14,SFA,03,Syracuse
2009,loss,06,Arizona St.,03,Syracuse
2004,loss,12,BYU,05,Syracuse
2004,loss,04,Maryland,05,Syracuse
2016,loss,01,Virginia,10,Syracuse
1986,loss,08,Jacksonville,09,Temple
2011,loss,10,Penn St.,07,Temple
1996,loss,07,Michigan,10,Texas
2003,loss,07,Michigan St.,01,Texas
2002,loss,11,Boston College,06,Texas
1990,loss,06,Xavier,10,Texas
1990,loss,07,Georgia,10,Texas
1990,loss,02,Purdue,10,Texas
2003,loss,16,UNC Asheville,01,Texas
2003,loss,05,UConn,01,Texas
2003,loss,09,Purdue,01,Texas
2002,loss,03,Mississippi St.,06,Texas
1995,loss,06,Oregon,11,Texas
2011,loss,13,Oakland,04,Texas
2005,loss,06,LSU,11,UAB
2015,loss,03,Iowa St.,14,UAB
1992,loss,04,Oklahoma,13,Louisiana
2009,loss,02,Oklahoma,01,North Carolina
2009,loss,02,Michigan St.,01,North Carolina
2000,loss,01,Stanford,08,North Carolina
2000,loss,04,Tennessee,08,North Carolina
1990,loss,09,Missouri St.,08,North Carolina
2000,loss,09,Missouri,08,North Carolina
2009,loss,08,LSU,01,North Carolina
2009,loss,04,Gonzaga,01,North Carolina
2009,loss,03,Villanova,01,North Carolina
2009,loss,16,Radford,01,North Carolina
2013,loss,09,Villanova,08,North Carolina
2012,loss,13,Ohio,01,North Carolina
1990,loss,01,Oklahoma,08,North Carolina
2000,loss,07,Tulsa,08,North Carolina
2012,loss,16,Vermont,01,North Carolina
2012,loss,08,Creighton,01,North Carolina
1987,loss,10,BYU,07,New Orleans
2012,loss,12,California,12,South Fla.
2012,loss,05,Temple,12,South Fla.
2016,loss,04,Iowa St.,01,Virginia
2016,loss,09,Butler,01,Virginia
2016,loss,16,Hampton,01,Virginia
2007,loss,13,Albany (NY),04,Virginia
2012,loss,16,Lamar University,16,Vermont
1988,loss,02,Pittsburgh,07,Vanderbilt
1988,loss,10,Utah St.,07,Vanderbilt
2004,loss,03,NC State,06,Vanderbilt
2004,loss,11,Western Mich.,06,Vanderbilt
2013,loss,12,Akron,05,VCU
1985,loss,15,Marshall,02,VCU
2008,loss,11,Kansas St.,03,Wisconsin
2008,loss,14,Cal St. Fullerton,03,Wisconsin
2009,loss,05,Illinois,12,Western Ky.
1998,loss,07,Temple,10,West Virginia
2017,loss,13,Bucknell,04,West Virginia
1998,loss,02,Cincinnati,10,West Virginia
2017,loss,05,Notre Dame,04,West Virginia
2017,loss,03,Florida St.,11,Xavier
1993,loss,08,New Orleans,09,Xavier
2017,loss,02,Arizona,11,Xavier
2003,loss,14,Troy,03,Xavier
1990,loss,03,Georgetown,06,Xavier
2017,loss,06,Maryland,11,Xavier
1990,loss,11,Kansas St.,06,Xavier
2007,loss,08,BYU,09,Xavier
2014,loss,16,Mt. St. Mary's,16,Albany (NY)
1998,loss,09,Illinois St.,01,Arizona
2005,loss,02,Oklahoma St.,03,Arizona
1997,loss,13,South Ala.,04,Arizona
1989,loss,16,Robert Morris,01,Arizona
1997,loss,01,North Carolina,04,Arizona
2005,loss,11,UAB,03,Arizona
2017,loss,07,Saint Mary's (CA),02,Arizona
2017,loss,15,North Dakota,02,Arizona
2011,loss,12,Memphis,05,Arizona
1997,loss,10,Providence,04,Arizona
1997,loss,12,Col. of Charleston,04,Arizona
1998,loss,16,Nicholls St.,01,Arizona
1997,loss,01,Kentucky,04,Arizona
2011,loss,04,Texas,05,Arizona
1997,loss,01,Kansas,04,Arizona
1998,loss,04,Maryland,01,Arizona
1989,loss,09,Clemson,01,Arizona
2011,loss,01,Duke,05,Arizona
2005,loss,14,Utah St.,03,Arizona
2010,loss,16,Winthrop,16,Ark.-Pine Bluff
2006,loss,05,Pittsburgh,13,Bradley
2006,loss,04,Kansas,13,Bradley
2006,loss,08,Arkansas,09,Bucknell
1999,loss,12,Rhode Island,05,Charlotte
1997,loss,06,Illinois,14,Chattanooga
1997,loss,03,Georgia,14,Chattanooga
1989,loss,08,Saint Mary's (CA),09,Clemson
1997,loss,05,Maryland,12,Col. of Charleston
2011,loss,14,Bucknell,03,UConn
2004,loss,06,Vanderbilt,02,UConn
2011,loss,04,Kentucky,03,UConn
2004,loss,01,Duke,02,UConn
2000,loss,12,Utah St.,05,UConn
2011,loss,06,Cincinnati,03,UConn
2004,loss,03,Georgia Tech,02,UConn
2011,loss,05,Arizona,03,UConn
2011,loss,08,Butler,03,UConn
2004,loss,08,Alabama,02,UConn
2004,loss,07,DePaul,02,UConn
2011,loss,02,San Diego St.,03,UConn
1995,loss,07,Cincinnati,02,UConn
2003,loss,12,BYU,05,UConn
1995,loss,03,Maryland,02,UConn
2004,loss,15,Vermont,02,UConn
1995,loss,15,Chattanooga,02,UConn
2003,loss,04,Stanford,05,UConn
2012,loss,09,Alabama,08,Creighton
2002,loss,05,Florida,12,Creighton
1993,loss,14,Southern Ill.,03,Duke
1994,loss,01,Purdue,02,Duke
1994,loss,06,Marquette,02,Duke
2010,loss,02,West Virginia,01,Duke
2010,loss,03,Baylor,01,Duke
2010,loss,16,Ark.-Pine Bluff,01,Duke
2015,loss,16,Robert Morris,01,Duke
1994,loss,03,Florida,02,Duke
1994,loss,07,Michigan St.,02,Duke
1997,loss,15,Murray St.,02,Duke
2015,loss,01,Wisconsin,01,Duke
2011,loss,08,Michigan,01,Duke
2011,loss,16,Hampton,01,Duke
2015,loss,05,Utah,01,Duke
1994,loss,15,Texas Southern,02,Duke
2010,loss,05,Butler,01,Duke
2015,loss,02,Gonzaga,01,Duke
2010,loss,04,Purdue,01,Duke
2015,loss,07,Michigan St.,01,Duke
2010,loss,08,California,01,Duke
2015,loss,08,San Diego St.,01,Duke
1989,loss,06,Oregon St.,11,Evansville
2013,loss,07,San Diego St.,15,FGCU
2013,loss,02,Georgetown,15,FGCU
