season,label,seed,school_ncaa,opp_seed,opp_ncaa
1990,1,7,Alabama,10,Colorado St.
1990,1,7,Alabama,2,Arizona
1999,1,4,Arkansas,13,Siena
2015,1,5,Arkansas,12,Wofford
1995,1,5,Arizona St.,12,Ball St.
1995,1,5,Arizona St.,13,Manhattan
2003,1,10,Arizona St.,7,Memphis
1986,1,8,Auburn,4,UNLV
1985,1,11,Auburn,3,Kansas
1986,1,8,Auburn,1,St. John's (NY)
1985,1,11,Auburn,6,Purdue
1986,1,8,Auburn,9,Arizona
2014,1,6,Baylor,11,Nebraska
2014,1,6,Baylor,3,Creighton
2010,1,5,Butler,12,UTEP
2010,1,5,Butler,2,Kansas St.
2010,1,5,Butler,5,Michigan St.
2010,1,5,Butler,1,Syracuse
2010,1,5,Butler,13,Murray St.
2012,1,14,BYU,14,Iona
2010,1,7,BYU,10,Florida
1991,1,10,BYU,7,Virginia
2002,1,1,Cincinnati,16,Boston U.
2003,1,11,Central Mich.,6,Creighton
1999,1,6,Florida,14,Weber St.
1988,1,6,Florida,11,St. John's (NY)
1999,1,6,Florida,11,Penn
2005,1,4,Florida,13,Ohio
2012,1,7,Florida,15,Norfolk St.
2001,1,3,Florida,14,Western Ky.
2012,1,7,Florida,3,Marquette
2012,1,7,Florida,10,Virginia
2011,1,10,Florida St.,2,Notre Dame
2011,1,10,Florida St.,7,Texas A&M
2006,1,11,George Mason,3,North Carolina
2006,1,11,George Mason,1,UConn
2006,1,11,George Mason,7,Wichita St.
2006,1,11,George Mason,6,Michigan St.
1993,1,6,Illinois,11,Long Beach St.
2003,1,4,Illinois,13,Western Ky.
2006,1,4,Illinois,13,Air Force
2011,1,9,Illinois,8,UNLV
2007,1,7,Indiana,10,Gonzaga
1995,1,7,Iowa St.,10,Florida
2005,1,9,Iowa St.,8,Minnesota
2013,1,10,Iowa St.,7,Notre Dame
1987,1,9,Kansas St.,8,Georgia
2010,1,2,Kansas St.,15,North Texas
2010,1,2,Kansas St.,7,BYU
2010,1,2,Kansas St.,6,Xavier
2013,1,13,La Salle,13,Boise St.
2013,1,13,La Salle,4,Kansas St.
2013,1,13,La Salle,12,Ole Miss
1990,1,11,Loyola Marymount,3,Michigan
1988,1,10,Loyola Marymount,7,Wyoming
1990,1,11,Loyola Marymount,7,Alabama
1990,1,11,Loyola Marymount,6,New Mexico St.
1986,1,2,Louisville,8,Auburn
2012,1,4,Louisville,7,Florida
2012,1,4,Louisville,5,New Mexico
1986,1,2,Louisville,11,LSU
1986,1,2,Louisville,3,North Carolina
1986,1,2,Louisville,7,Bradley
2012,1,4,Louisville,13,Davidson
1994,1,3,Louisville,6,Minnesota
1994,1,3,Louisville,14,Boise St.
2012,1,4,Louisville,1,Michigan St.
1986,1,2,Louisville,15,Drexel
1986,1,2,Louisville,1,Duke
1990,1,4,Louisville,13,Idaho
2000,1,4,LSU,13,Southeast Mo. St.
2000,1,4,LSU,5,Texas
1995,1,13,Manhattan,4,Oklahoma
2009,1,2,Memphis,10,Maryland
2009,1,2,Memphis,15,CSUN
2012,1,1,Michigan St.,9,Saint Louis
2001,1,1,Michigan St.,11,Temple
2001,1,1,Michigan St.,12,Gonzaga
2012,1,1,Michigan St.,16,LIU Brooklyn
2001,1,1,Michigan St.,9,Fresno St.
1991,1,5,Michigan St.,12,Green Bay
2001,1,1,Michigan St.,16,Alabama St.
1989,1,13,Middle Tenn.,4,Florida St.
2004,1,10,Nevada,7,Michigan St.
2004,1,10,Nevada,2,Gonzaga
2005,1,16,Oakland,16,Alabama A&M
2014,1,7,Oregon,10,BYU
2015,1,8,Oregon,9,Oklahoma St.
1992,1,1,Ohio St.,16,Mississippi Val.
1992,1,1,Ohio St.,4,North Carolina
1990,1,8,Ohio St.,9,Providence
2002,1,4,Ohio St.,13,Davidson
2013,1,2,Ohio St.,6,Arizona
1992,1,1,Ohio St.,9,UConn
2013,1,2,Ohio St.,10,Iowa St.
2013,1,2,Ohio St.,15,Iona
2015,1,10,Ohio St.,7,VCU
2004,1,12,Pacific,5,Providence
2001,1,7,Penn St.,10,Providence
2001,1,7,Penn St.,2,North Carolina
2000,1,6,Purdue,3,Oklahoma
2011,1,3,Purdue,14,Saint Peter's
1996,1,1,Purdue,16,Western Caro.
2009,1,5,Purdue,4,Washington
2009,1,5,Purdue,12,UNI
2000,1,6,Purdue,10,Gonzaga
2008,1,6,Purdue,11,Baylor
2000,1,6,Purdue,11,Dayton
1993,1,15,Santa Clara,2,Arizona
1996,1,10,Santa Clara,7,Maryland
2007,1,4,Southern Ill.,13,Holy Cross
2007,1,4,Southern Ill.,5,Virginia Tech
1986,1,1,St. John's (NY),16,Montana St.
2000,1,2,St. John's (NY),15,Northern Ariz.
1998,1,10,Saint Louis,7,Massachusetts
2012,1,9,Saint Louis,8,Memphis
1993,1,13,Southern U.,4,Georgia Tech
1996,1,4,Syracuse,5,Mississippi St.
1996,1,4,Syracuse,12,Drexel
1996,1,4,Syracuse,8,Georgia
1996,1,4,Syracuse,13,Montana St.
2010,1,1,Syracuse,16,Vermont
1998,1,5,Syracuse,4,New Mexico
1994,1,4,Syracuse,12,Green Bay
1996,1,4,Syracuse,2,Kansas
2010,1,1,Syracuse,8,Gonzaga
1994,1,4,Syracuse,13,Hawaii
1998,1,5,Syracuse,12,Iona
2001,1,11,Temple,6,Texas
1993,1,7,Temple,10,Missouri
1993,1,7,Temple,3,Vanderbilt
2001,1,11,Temple,3,Florida
2001,1,11,Temple,7,Penn St.
1993,1,7,Temple,15,Santa Clara
2000,1,5,Texas,12,Indiana St.
1986,1,6,UAB,11,Missouri
2004,1,9,UAB,8,Washington
2004,1,9,UAB,1,Kentucky
1996,1,8,Georgia,9,Clemson
1996,1,8,Georgia,1,Purdue
1995,1,2,North Carolina,6,Georgetown
2015,1,4,North Carolina,13,Harvard
1995,1,2,North Carolina,15,Murray St.
2005,1,1,North Carolina,5,Villanova
2015,1,4,North Carolina,5,Arkansas
2001,1,2,North Carolina,15,Princeton
1995,1,2,North Carolina,7,Iowa St.
1989,1,2,North Carolina,15,Southern U.
1986,1,3,North Carolina,6,UAB
1986,1,3,North Carolina,14,Utah
1985,1,2,North Carolina,11,Auburn
2005,1,1,North Carolina,16,Oakland
2005,1,1,North Carolina,5,Michigan St.
2005,1,1,North Carolina,9,Iowa St.
1985,1,2,North Carolina,7,Notre Dame
2005,1,1,North Carolina,6,Wisconsin
1988,1,2,North Carolina,3,Michigan
1988,1,2,North Carolina,15,North Texas
2006,1,3,North Carolina,14,Murray St.
1992,1,4,North Carolina,13,Miami (OH)
2005,1,1,North Carolina,1,Illinois
1989,1,2,North Carolina,7,UCLA
1992,1,4,North Carolina,5,Alabama
1988,1,2,North Carolina,10,Loyola Marymount
1995,1,2,North Carolina,1,Kentucky
1985,1,2,North Carolina,15,Middle Tenn.
2012,1,5,New Mexico,12,Long Beach St.
1999,1,9,New Mexico,8,Missouri
1998,1,4,New Mexico,13,Butler
1989,1,11,South Ala.,6,Alabama
2008,1,13,San Diego,4,UConn
1989,1,5,Virginia,1,Oklahoma
1994,1,7,Virginia,10,New Mexico
1989,1,5,Virginia,13,Middle Tenn.
1989,1,5,Virginia,12,Providence
1993,1,3,Vanderbilt,6,Illinois
1993,1,3,Vanderbilt,14,Boise St.
2011,1,11,VCU,1,Kansas
2011,1,11,VCU,10,Florida St.
2007,1,11,VCU,6,Duke
2011,1,11,VCU,3,Purdue
2011,1,11,VCU,6,Georgetown
2011,1,11,VCU,11,Southern California
1995,1,14,Weber St.,3,Michigan St.
1999,1,14,Weber St.,3,North Carolina
2005,1,6,Wisconsin,10,NC State
2014,1,2,Wisconsin,1,Arizona
2014,1,2,Wisconsin,15,American
2005,1,6,Wisconsin,11,UNI
2014,1,2,Wisconsin,6,Baylor
2000,1,8,Wisconsin,6,Purdue
2000,1,8,Wisconsin,4,LSU
1994,1,9,Wisconsin,8,Cincinnati
2015,1,1,Wisconsin,4,North Carolina
2000,1,8,Wisconsin,1,Arizona
2005,1,6,Wisconsin,14,Bucknell
2015,1,1,Wisconsin,2,Arizona
2000,1,8,Wisconsin,9,Fresno St.
2015,1,1,Wisconsin,8,Oregon
2015,1,1,Wisconsin,1,Kentucky
2014,1,2,Wisconsin,7,Oregon
2015,1,1,Wisconsin,16,Coastal Caro.
2008,1,12,Western Ky.,5,Drake
2008,1,12,Western Ky.,13,San Diego
2008,1,7,West Virginia,10,Arizona
2008,1,7,West Virginia,2,Duke
1987,1,12,Wyoming,4,UCLA
2002,1,11,Wyoming,6,Gonzaga
1987,1,12,Wyoming,5,Virginia
2008,1,3,Xavier,7,West Virginia
2015,1,6,Xavier,11,Ole Miss
2008,1,3,Xavier,6,Purdue
2010,1,6,Xavier,11,Minnesota
2010,1,6,Xavier,3,Pittsburgh
2008,1,3,Xavier,14,Georgia
2002,1,7,Xavier,10,Hawaii
2015,1,6,Xavier,14,Georgia St.
2003,1,1,Arizona,9,Gonzaga
1994,1,2,Arizona,7,Virginia
2002,1,3,Arizona,14,UC Santa Barbara
2003,1,1,Arizona,5,Notre Dame
1988,1,1,Arizona,5,Iowa
1994,1,2,Arizona,1,Missouri
2014,1,1,Arizona,4,San Diego St.
1991,1,2,Arizona,10,BYU
1994,1,2,Arizona,15,Loyola Maryland
2013,1,6,Arizona,11,Belmont
1988,1,1,Arizona,2,North Carolina
2013,1,6,Arizona,14,Harvard
2014,1,1,Arizona,16,Weber St.
1991,1,2,Arizona,15,Saint Francis (PA)
2000,1,1,Arizona,16,Jackson St.
1988,1,1,Arizona,16,Cornell
1996,1,3,Arizona,14,Valparaiso
2015,1,2,Arizona,6,Xavier
1988,1,1,Arizona,8,Seton Hall
2015,1,2,Arizona,10,Ohio St.
2014,1,1,Arizona,8,Gonzaga
2003,1,1,Arizona,16,Vermont
1996,1,3,Arizona,6,Iowa
2015,1,2,Arizona,15,Texas Southern
1990,1,2,Arizona,15,South Fla.
1994,1,2,Arizona,3,Louisville
2002,1,3,Arizona,11,Wyoming
1990,1,12,Ball St.,5,Oregon St.
1990,1,12,Ball St.,4,Louisville
1986,1,7,Bradley,10,UTEP
2005,1,14,Bucknell,3,Kansas
1997,1,7,Charlotte,10,Georgetown
1999,1,1,UConn,5,Iowa
2006,1,1,UConn,8,Kentucky
1999,1,1,UConn,1,Duke
1999,1,1,UConn,10,Gonzaga
1999,1,1,UConn,4,Ohio St.
2009,1,1,UConn,16,Chattanooga
2009,1,1,UConn,5,Purdue
2006,1,1,UConn,5,Washington
2006,1,1,UConn,16,Albany (NY)
2005,1,2,UConn,15,UCF
1999,1,1,UConn,9,New Mexico
1999,1,1,UConn,16,UTSA
1992,1,9,UConn,8,Nebraska
2009,1,1,UConn,3,Missouri
2009,1,1,UConn,9,Texas A&M
2014,1,3,Creighton,14,Louisiana
1991,1,11,Creighton,6,New Mexico St.
1996,1,12,Drexel,5,Memphis
2008,1,2,Duke,15,Belmont
2003,1,3,Duke,11,Central Mich.
1998,1,1,Duke,8,Oklahoma St.
1998,1,1,Duke,16,Radford
1998,1,1,Duke,5,Syracuse
2003,1,3,Duke,14,Colorado St.
1992,1,14,ETSU,3,Arizona
2004,1,16,Florida A&M,16,Lehigh
2001,1,9,Fresno St.,8,California
2015,1,14,Georgia St.,3,Baylor
2001,1,12,Gonzaga,13,Indiana St.
2004,1,2,Gonzaga,15,Valparaiso
2003,1,9,Gonzaga,8,Cincinnati
1999,1,10,Gonzaga,6,Florida
2000,1,10,Gonzaga,2,St. John's (NY)
2001,1,12,Gonzaga,5,Virginia
1999,1,10,Gonzaga,7,Minnesota
1999,1,10,Gonzaga,2,Stanford
2010,1,8,Gonzaga,9,Florida St.
2013,1,1,Gonzaga,16,Southern U.
2014,1,8,Gonzaga,9,Oklahoma St.
2000,1,10,Gonzaga,7,Louisville
1991,1,8,Georgetown,9,Vanderbilt
1995,1,6,Georgetown,14,Weber St.
1995,1,6,Georgetown,11,Xavier
1991,1,3,Seton Hall,14,Pepperdine
1988,1,8,Seton Hall,9,UTEP
1991,1,3,Seton Hall,11,Creighton
1991,1,3,Seton Hall,2,Arizona
2013,1,14,Harvard,3,New Mexico
2001,1,13,Indiana St.,4,Oklahoma
1988,1,5,Iowa,12,Florida St.
1987,1,2,Iowa,15,Santa Clara
1987,1,2,Iowa,7,UTEP
1997,1,8,Iowa,9,Virginia
1999,1,5,Iowa,12,UAB
1996,1,6,Iowa,11,George Washington
1987,1,2,Iowa,6,Oklahoma
1988,1,5,Iowa,4,UNLV
1999,1,5,Iowa,4,Arkansas
1997,1,4,Saint Joseph's,5,Boston College
1997,1,4,Saint Joseph's,13,Pacific
2012,1,3,Marquette,14,BYU
2012,1,3,Marquette,6,Murray St.
2009,1,6,Marquette,11,Utah St.
1992,1,6,Michigan,2,Oklahoma St.
1990,1,3,Michigan,14,Illinois St.
1993,1,1,Michigan,1,Kentucky
1988,1,3,Michigan,14,Boise St.
1989,1,3,Michigan,1,Illinois
1992,1,6,Michigan,4,Cincinnati
1993,1,1,Michigan,12,George Washington
1998,1,3,Michigan,14,Davidson
1992,1,6,Michigan,1,Ohio St.
1989,1,3,Michigan,5,Virginia
1988,1,3,Michigan,6,Florida
1993,1,1,Michigan,16,Coastal Caro.
1989,1,3,Michigan,14,Xavier
1993,1,1,Michigan,7,Temple
1993,1,1,Michigan,9,UCLA
1989,1,3,Michigan,3,Seton Hall
1989,1,3,Michigan,11,South Ala.
1989,1,3,Michigan,2,North Carolina
1992,1,6,Michigan,11,Temple
1985,1,1,Michigan,16,Fairleigh Dickinson
1992,1,6,Michigan,14,ETSU
1994,1,6,Minnesota,11,Southern Ill.
2013,1,12,Ole Miss,5,Wisconsin
2015,1,11,Ole Miss,11,BYU
2009,1,3,Missouri,14,Cornell
2002,1,12,Missouri,8,UCLA
1994,1,1,Missouri,16,Navy
2002,1,12,Missouri,5,Miami (FL)
2009,1,3,Missouri,6,Marquette
1994,1,1,Missouri,4,Syracuse
1994,1,1,Missouri,9,Wisconsin
2009,1,3,Missouri,2,Memphis
2002,1,12,Missouri,4,Ohio St.
2011,1,13,Morehead St.,4,Louisville
2012,1,6,Murray St.,11,Colorado St.
2010,1,13,Murray St.,4,Vanderbilt
1985,1,13,Navy,4,LSU
2005,1,10,NC State,7,Charlotte
2005,1,10,NC State,2,UConn
2014,1,12,North Dakota St.,5,Oklahoma
2007,1,16,Niagara,16,Florida A&M
2012,1,15,Norfolk St.,2,Missouri
2002,1,2,Oklahoma,3,Arizona
2002,1,2,Oklahoma,7,Xavier
1987,1,6,Oklahoma,11,Tulsa
1989,1,1,Oklahoma,16,ETSU
1989,1,1,Oklahoma,9,Louisiana Tech
2002,1,2,Oklahoma,12,Missouri
1987,1,6,Oklahoma,3,Pittsburgh
2002,1,2,Oklahoma,15,Ill.-Chicago
2000,1,3,Oklahoma,14,Winthrop
1998,1,8,Oklahoma St.,9,George Washington
1992,1,2,Oklahoma St.,10,Tulane
1992,1,2,Oklahoma St.,15,Ga. Southern
1987,1,3,Pittsburgh,14,Marist
2010,1,3,Pittsburgh,14,Oakland
2007,1,3,Pittsburgh,14,Wright St.
2007,1,3,Pittsburgh,11,VCU
2011,1,12,Richmond,5,Vanderbilt
2011,1,12,Richmond,13,Morehead St.
2014,1,4,San Diego St.,13,New Mexico St.
2014,1,4,San Diego St.,12,North Dakota St.
1999,1,2,Stanford,15,Alcorn
1997,1,6,Stanford,3,Wake Forest
1997,1,6,Stanford,11,Oklahoma
2006,1,2,Tennessee,15,Winthrop
1995,1,9,Tulane,8,BYU
1992,1,10,Tulane,7,St. John's (NY)
2008,1,9,Texas A&M,8,BYU
2009,1,9,Texas A&M,8,BYU
2002,1,8,UCLA,1,Cincinnati
2007,1,2,UCLA,7,Indiana
1989,1,7,UCLA,10,Iowa St.
2008,1,1,UCLA,3,Xavier
1998,1,6,UCLA,11,Miami (FL)
2007,1,2,UCLA,3,Pittsburgh
1993,1,9,UCLA,8,Iowa St.
1998,1,6,UCLA,3,Michigan
2008,1,1,UCLA,9,Texas A&M
2008,1,1,UCLA,16,Mississippi Val.
2008,1,1,UCLA,12,Western Ky.
1987,1,4,UCLA,13,Central Mich.
2007,1,2,UCLA,1,Kansas
2002,1,8,UCLA,9,Ole Miss
2007,1,2,UCLA,15,Weber St.
1990,1,1,UNLV,16,Little Rock
1990,1,1,UNLV,4,Georgia Tech
1991,1,1,UNLV,4,Utah
1987,1,1,UNLV,9,Kansas St.
1990,1,1,UNLV,3,Duke
1990,1,1,UNLV,8,Ohio St.
1987,1,1,UNLV,2,Iowa
1991,1,1,UNLV,8,Georgetown
1990,1,1,UNLV,11,Loyola Marymount
1988,1,4,UNLV,13,Missouri St.
1987,1,1,UNLV,16,Idaho St.
1990,1,1,UNLV,12,Ball St.
1986,1,4,UNLV,5,Maryland
1986,1,4,UNLV,13,La.-Monroe
1987,1,1,UNLV,12,Wyoming
1991,1,1,UNLV,3,Seton Hall
1991,1,1,UNLV,16,Montana
1997,1,2,Utah,7,Charlotte
1991,1,4,Utah,5,Michigan St.
1997,1,2,Utah,15,Navy
1991,1,4,Utah,13,South Ala.
1997,1,2,Utah,6,Stanford
1987,1,7,UTEP,10,Arizona
1985,1,8,Villanova,2,North Carolina
1985,1,8,Villanova,5,Maryland
2005,1,5,Villanova,12,New Mexico
2005,1,5,Villanova,4,Florida
1985,1,8,Villanova,1,Georgetown
1985,1,8,Villanova,9,Dayton
1985,1,8,Villanova,1,Michigan
1985,1,8,Villanova,2,Memphis
1997,1,3,Wake Forest,14,Saint Mary's (CA)
2006,1,5,Washington,12,Utah St.
2006,1,5,Washington,4,Illinois
2009,1,4,Washington,13,Mississippi St.
2013,1,9,Wichita St.,8,Pittsburgh
2013,1,9,Wichita St.,13,La Salle
2006,1,7,Wichita St.,2,Tennessee
2006,1,7,Wichita St.,10,Seton Hall
2013,1,9,Wichita St.,1,Gonzaga
2013,1,9,Wichita St.,2,Ohio St.
